feature,raw_token,assigned_theme,theme_mapping_status
rawtok_IAP2,IAP2,UNMAPPED,unmapped
rawtok_ICAM1,ICAM1,UNMAPPED,unmapped
rawtok_IDH1_R132H,IDH1 (R132H),UNMAPPED,unmapped
rawtok_IDH2_R140Q_MUTANT,IDH2 R140Q MUTANT,UNMAPPED,unmapped
rawtok_IDH2_R140Q,IDH2(R140Q),UNMAPPED,unmapped
rawtok_IFNG,IFNG,UNMAPPED,unmapped
rawtok_IGF2R,IGF2R,UNMAPPED,unmapped
rawtok_IIA,IIA,UNMAPPED,unmapped
rawtok_IIB,IIB,UNMAPPED,unmapped
rawtok_IKK_1,IKK-1,UNMAPPED,unmapped
rawtok_IKK_2,IKK-2,UNMAPPED,unmapped
rawtok_IKK1,IKK1,UNMAPPED,unmapped
rawtok_IKKB,IKKB,UNMAPPED,unmapped
rawtok_IL10,IL10,UNMAPPED,unmapped
rawtok_IL12A,IL12A,UNMAPPED,unmapped
rawtok_IL6,IL6,UNMAPPED,unmapped
rawtok_INDUCED_MYELOID_LEUKEMIA_CELL_DIFFERENTIATION_PROTEIN_MCL_1,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-1,UNMAPPED,unmapped
rawtok_INDUCES_REACTIVE_OXYGEN_SPECIES,INDUCES REACTIVE OXYGEN SPECIES,UNMAPPED,unmapped
rawtok_INFLAMMATORY_RELATED,INFLAMMATORY RELATED,UNMAPPED,unmapped
rawtok_INHIBITOR_OF_NUCLEAR_FACTOR_KAPPA_B_KINASE_SUBUNIT_ALPHA,INHIBITOR OF NUCLEAR FACTOR KAPPA-B KINASE SUBUNIT ALPHA,UNMAPPED,unmapped
rawtok_INHIBITOR_OF_NUCLEAR_FACTOR_KAPPA_B_KINASE_SUBUNIT_BETA,INHIBITOR OF NUCLEAR FACTOR KAPPA-B KINASE SUBUNIT BETA,UNMAPPED,unmapped
rawtok_INPP5D,INPP5D,UNMAPPED,unmapped
rawtok_INSRR,INSRR,UNMAPPED,unmapped
rawtok_INSULIN_RECEPTOR_RELATED_PROTEIN,INSULIN RECEPTOR-RELATED PROTEIN,UNMAPPED,unmapped
rawtok_INTERLEUKIN_1_BETA,INTERLEUKIN-1 BETA,UNMAPPED,unmapped
rawtok_IRAK4,IRAK4,UNMAPPED,unmapped
rawtok_ITGAL,ITGAL,UNMAPPED,unmapped
rawtok_ITGB2,ITGB2,UNMAPPED,unmapped
rawtok_IV,IV,UNMAPPED,unmapped
rawtok_JNK,JNK,JNK_P38_STRESS_MAPK,mapped
rawtok_KCNA10,KCNA10,UNMAPPED,unmapped
rawtok_KCNA2,KCNA2,UNMAPPED,unmapped
rawtok_KCNA7,KCNA7,UNMAPPED,unmapped
rawtok_KCNH5,KCNH5,UNMAPPED,unmapped
rawtok_KCNJ10,KCNJ10,UNMAPPED,unmapped
rawtok_KCNJ12,KCNJ12,UNMAPPED,unmapped
rawtok_KCNJ8,KCNJ8,UNMAPPED,unmapped
rawtok_KCNK18,KCNK18,UNMAPPED,unmapped
rawtok_KCNK4,KCNK4,UNMAPPED,unmapped
rawtok_KCNN1,KCNN1,UNMAPPED,unmapped
rawtok_KCNN2,KCNN2,UNMAPPED,unmapped
rawtok_KCNQ1,KCNQ1,UNMAPPED,unmapped
rawtok_KCNQ2,KCNQ2,UNMAPPED,unmapped
rawtok_KCNQ4,KCNQ4,UNMAPPED,unmapped
rawtok_KCNQ5,KCNQ5,UNMAPPED,unmapped
rawtok_KCNT2,KCNT2,UNMAPPED,unmapped
rawtok_KDM1,KDM1,CHROMATIN_EPIGENETIC,mapped
rawtok_KDM3A,KDM3A,CHROMATIN_EPIGENETIC,mapped
rawtok_KDM4A,KDM4A,CHROMATIN_EPIGENETIC,mapped
rawtok_KDM4C,KDM4C,CHROMATIN_EPIGENETIC,mapped
rawtok_KDM6A,KDM6A,CHROMATIN_EPIGENETIC,mapped
rawtok_KRAS,KRAS,UNMAPPED,unmapped
rawtok_KRAS_G12C,KRAS (G12C),UNMAPPED,unmapped
rawtok_KRT7,KRT7,UNMAPPED,unmapped
rawtok_KS6B1_P70S6K,KS6B1 (P70S6K),UNMAPPED,unmapped
rawtok_KSP,KSP,UNMAPPED,unmapped
rawtok_KSP11,KSP11,UNMAPPED,unmapped
rawtok_L3MBTL3,L3MBTL3,UNMAPPED,unmapped
rawtok_LAP3,LAP3,UNMAPPED,unmapped
rawtok_LDLR,LDLR,UNMAPPED,unmapped
rawtok_LEUKOTRIENE_A_4_HYDROLASE,LEUKOTRIENE A-4 HYDROLASE,UNMAPPED,unmapped
rawtok_LIM_DOMAIN_KINASE_2,LIM DOMAIN KINASE 2,UNMAPPED,unmapped
rawtok_LPAR3,LPAR3,UNMAPPED,unmapped
rawtok_LSD1,LSD1,UNMAPPED,unmapped
rawtok_LSM6,LSM6,UNMAPPED,unmapped
rawtok_LTA4H,LTA4H,UNMAPPED,unmapped
rawtok_LTK,LTK,UNMAPPED,unmapped
rawtok_LXR,LXR,UNMAPPED,unmapped
rawtok_LYSINE_SPECIFIC_DEMETHYLASE_4B,LYSINE-SPECIFIC DEMETHYLASE 4B,UNMAPPED,unmapped
rawtok_LYSINE_SPECIFIC_DEMETHYLASE_4C,LYSINE-SPECIFIC DEMETHYLASE 4C,UNMAPPED,unmapped
rawtok_LYSINE_SPECIFIC_DEMETHYLASE_4E,LYSINE-SPECIFIC DEMETHYLASE 4E,UNMAPPED,unmapped
rawtok_LYSINE_SPECIFIC_DEMETHYLASE_5A,LYSINE-SPECIFIC DEMETHYLASE 5A,UNMAPPED,unmapped
rawtok_LYSINE_SPECIFIC_DEMETHYLASE_6B,LYSINE-SPECIFIC DEMETHYLASE 6B,UNMAPPED,unmapped
rawtok_LYSOSOMAL_ACID_GLUCOSYLCERAMIDASE,LYSOSOMAL ACID GLUCOSYLCERAMIDASE,UNMAPPED,unmapped
rawtok_M6PR,M6PR,UNMAPPED,unmapped
rawtok_MAN1B1,MAN1B1,UNMAPPED,unmapped
rawtok_MAN2A1,MAN2A1,UNMAPPED,unmapped
rawtok_MAP_KINASE_P38_ALPHA_INHIBITOR,MAP KINASE P38 ALPHA INHIBITOR,JNK_P38_STRESS_MAPK,mapped
rawtok_MAP_KINASE_ACTIVATED_PROTEIN_KINASE_5,MAP KINASE-ACTIVATED PROTEIN KINASE 5,UNMAPPED,unmapped
rawtok_MAP2K5,MAP2K5,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MAP2K7,MAP2K7,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MAP3K1,MAP3K1,UNMAPPED,unmapped
rawtok_MAP4K2,MAP4K2,UNMAPPED,unmapped
rawtok_MAP4K5,MAP4K5,UNMAPPED,unmapped
rawtok_MAPK3,MAPK3,UNMAPPED,unmapped
rawtok_MARK3,MARK3,UNMAPPED,unmapped
rawtok_MCL_1,MCL-1,UNMAPPED,unmapped
rawtok_MCT1,MCT1,UNMAPPED,unmapped
rawtok_MCT4,MCT4,UNMAPPED,unmapped
rawtok_MDM4,MDM4,UNMAPPED,unmapped
rawtok_MEDIATOR_OF_RNA_POLYMERASE_II_TRANSCRIPTION_SUBUNIT_23,MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 23,UNMAPPED,unmapped
rawtok_MEK5,MEK5,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MELANOCORTIN_RECEPTOR_5,MELANOCORTIN RECEPTOR 5,UNMAPPED,unmapped
rawtok_MELK,MELK,UNMAPPED,unmapped
rawtok_MEMBRANE_ASSOCIATED_TYROSINE_AND_THREONINE_SPECIFIC_CDC2_INHIBITORY_KINA,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2-INHIBITORY KINASE,UNMAPPED,unmapped
rawtok_METABO,METABO,UNMAPPED,unmapped
rawtok_MGAM,MGAM,UNMAPPED,unmapped
rawtok_MGLL,MGLL,UNMAPPED,unmapped
rawtok_MITOCHONDRIA,MITOCHONDRIA,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE 3,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE 4,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_6,MITOGEN-ACTIVATED PROTEIN KINASE 6,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_10,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 10,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_15,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 15,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_6,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 6,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MLNR,MLNR,UNMAPPED,unmapped
rawtok_MME,MME,UNMAPPED,unmapped
rawtok_MMP10,MMP10,UNMAPPED,unmapped
rawtok_MMP11,MMP11,UNMAPPED,unmapped
rawtok_MMP15,MMP15,UNMAPPED,unmapped
rawtok_MMP17,MMP17,UNMAPPED,unmapped
rawtok_MMP19,MMP19,UNMAPPED,unmapped
rawtok_MMP20,MMP20,UNMAPPED,unmapped
rawtok_MMP21,MMP21,UNMAPPED,unmapped
rawtok_MMP23A,MMP23A,UNMAPPED,unmapped
rawtok_MMP24,MMP24,UNMAPPED,unmapped
rawtok_MMP26,MMP26,UNMAPPED,unmapped
rawtok_MMP27,MMP27,UNMAPPED,unmapped
rawtok_MMP28,MMP28,UNMAPPED,unmapped
rawtok_MMP7,MMP7,UNMAPPED,unmapped
rawtok_MNK1,MNK1,UNMAPPED,unmapped
rawtok_MNK2,MNK2,UNMAPPED,unmapped
rawtok_MPL,MPL,UNMAPPED,unmapped
rawtok_MPO,MPO,UNMAPPED,unmapped
rawtok_MRCKB,MRCKB,UNMAPPED,unmapped
rawtok_MRCKB_HUMAN,MRCKB_HUMAN,UNMAPPED,unmapped
rawtok_MRE11,MRE11,UNMAPPED,unmapped
rawtok_MST1R,MST1R,UNMAPPED,unmapped
rawtok_MTTP,MTTP,UNMAPPED,unmapped
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M4,MUSCARINIC ACETYLCHOLINE RECEPTOR M4,UNMAPPED,unmapped
rawtok_MYC,MYC,UNMAPPED,unmapped
rawtok_MYLK,MYLK,UNMAPPED,unmapped
rawtok_N_MYRISTOYLTRANSFERASE_1,N-MYRISTOYLTRANSFERASE 1,UNMAPPED,unmapped
rawtok_NAD_DEPENDENT_PROTEIN_DEACYLASE_SIRTUIN_5_MITOCHONDRIAL,"NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5, MITOCHONDRIAL",UNMAPPED,unmapped
rawtok_NAE,NAE,UNMAPPED,unmapped
rawtok_NAE1,NAE1,UNMAPPED,unmapped
rawtok_NCOA1,NCOA1,UNMAPPED,unmapped
rawtok_NCOA2,NCOA2,UNMAPPED,unmapped
rawtok_NDC80,NDC80,UNMAPPED,unmapped
rawtok_NDUFC2,NDUFC2,UNMAPPED,unmapped
rawtok_NEDD8,NEDD8,UNMAPPED,unmapped
rawtok_NEDD8_ACTIVATING_ENZYME_INHIBITOR,NEDD8 ACTIVATING ENZYME INHIBITOR,UNMAPPED,unmapped
rawtok_NEDD8_ACTIVATING_ENZYME_E1_CATALYTIC_SUBUNIT,NEDD8-ACTIVATING ENZYME E1 CATALYTIC SUBUNIT,UNMAPPED,unmapped
rawtok_NEDD8_ACTIVATING_ENZYME_E1_REGULATORY_SUBUNIT,NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT,UNMAPPED,unmapped
rawtok_NEIL1,NEIL1,UNMAPPED,unmapped
rawtok_NEK11,NEK11,UNMAPPED,unmapped
rawtok_NERVE_GROWTH_FACTOR_RECEPTOR_TRK_A_INHIBITOR,NERVE GROWTH FACTOR RECEPTOR TRK-A INHIBITOR,UNMAPPED,unmapped
rawtok_NEU1,NEU1,UNMAPPED,unmapped
rawtok_NEU2,NEU2,UNMAPPED,unmapped
rawtok_NEURONAL_ACETYLCHOLINE_RECEPTOR_SUBUNIT_ALPHA_4,NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4,UNMAPPED,unmapped
rawtok_NEUROPEPTIDE_Y_RECEPTOR_TYPE_1,NEUROPEPTIDE Y RECEPTOR TYPE 1,UNMAPPED,unmapped
rawtok_NEUROTROPHIC_TYROSINE_KINASE_RECEPTOR_TYPE_2_INHIBITOR,NEUROTROPHIC TYROSINE KINASE RECEPTOR TYPE 2 INHIBITOR,UNMAPPED,unmapped
rawtok_NFKB1,NFKB1,UNMAPPED,unmapped
rawtok_NGF,NGF,UNMAPPED,unmapped
rawtok_NIK,NIK,UNMAPPED,unmapped
rawtok_NNMT,NNMT,UNMAPPED,unmapped
rawtok_NOS1,NOS1,UNMAPPED,unmapped
rawtok_NPEPPS,NPEPPS,UNMAPPED,unmapped
rawtok_NPPB,NPPB,UNMAPPED,unmapped
rawtok_NQO1,NQO1,UNMAPPED,unmapped
rawtok_NR1H2,NR1H2,UNMAPPED,unmapped
rawtok_NR1H3,NR1H3,UNMAPPED,unmapped
rawtok_NR5A1,NR5A1,UNMAPPED,unmapped
rawtok_NRAS,NRAS,UNMAPPED,unmapped
rawtok_NT_3_GROWTH_FACTOR_RECEPTOR_INHIBITOR,NT-3 GROWTH FACTOR RECEPTOR INHIBITOR,UNMAPPED,unmapped
rawtok_NT5C2,NT5C2,UNMAPPED,unmapped
rawtok_NUAK1,NUAK1,UNMAPPED,unmapped
rawtok_NUAK2,NUAK2,UNMAPPED,unmapped
rawtok_NUCLEAR_RECEPTOR_COACTIVATOR_3,NUCLEAR RECEPTOR COACTIVATOR 3,UNMAPPED,unmapped
rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_0_GROUP_B_MEMBER_1,NUCLEAR RECEPTOR SUBFAMILY 0 GROUP B MEMBER 1,UNMAPPED,unmapped
rawtok_NUDT1,NUDT1,UNMAPPED,unmapped
rawtok_OAT,OAT,UNMAPPED,unmapped
rawtok_OAZ1,OAZ1,UNMAPPED,unmapped
rawtok_OAZ2,OAZ2,UNMAPPED,unmapped
rawtok_OAZ3,OAZ3,UNMAPPED,unmapped
rawtok_ODC1,ODC1,UNMAPPED,unmapped
rawtok_OTC,OTC,UNMAPPED,unmapped
rawtok_OXCT1,OXCT1,UNMAPPED,unmapped
rawtok_P2RX7,P2RX7,UNMAPPED,unmapped
rawtok_P2RY11,P2RY11,UNMAPPED,unmapped
rawtok_P38ALPHA,P38ALPHA,UNMAPPED,unmapped
rawtok_P38BETA,P38BETA,UNMAPPED,unmapped
rawtok_P53_MUT_SPECIFIC,P53 MUT SPECIFIC,UNMAPPED,unmapped
rawtok_PAK2,PAK2,UNMAPPED,unmapped
rawtok_PAK4,PAK4,UNMAPPED,unmapped
rawtok_PANX1,PANX1,UNMAPPED,unmapped
rawtok_PANX2,PANX2,UNMAPPED,unmapped
rawtok_PANX3,PANX3,UNMAPPED,unmapped
rawtok_PARP15,PARP15,UNMAPPED,unmapped
rawtok_PARP3,PARP3,UNMAPPED,unmapped
rawtok_PARP5A,PARP5A,UNMAPPED,unmapped
rawtok_PARP5B,PARP5B),UNMAPPED,unmapped
rawtok_PARP6,PARP6,UNMAPPED,unmapped
rawtok_PARP7,PARP7,UNMAPPED,unmapped
rawtok_PASK,PASK,UNMAPPED,unmapped
rawtok_PB1,PB1,UNMAPPED,unmapped
rawtok_PDE10A,PDE10A,UNMAPPED,unmapped
rawtok_PDE3B,PDE3B,UNMAPPED,unmapped
rawtok_PDE4B,PDE4B,UNMAPPED,unmapped
rawtok_PDE4D,PDE4D,UNMAPPED,unmapped
rawtok_PDGFD,PDGFD,UNMAPPED,unmapped
rawtok_PEPTIDYL_ARGININE_DEAMINASE_PAD,PEPTIDYL ARGININE DEAMINASE (PAD),UNMAPPED,unmapped
rawtok_PERK,PERK,UNMAPPED,unmapped
rawtok_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_GAMMA,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,UNMAPPED,unmapped
rawtok_PFKFB3,PFKFB3,UNMAPPED,unmapped
rawtok_PGD,PGD,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_3_KINASE_REGULATORY_SUBUNIT_BETA,PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY SUBUNIT BETA,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_ALPHA,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 ALPHA,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_BETA,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 BETA,UNMAPPED,unmapped
rawtok_PI3_KINASE_P110_BETA_SUBUNIT_INHIBITOR,PI3-KINASE P110-BETA SUBUNIT INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_PI3_KINASE_P110_DELTA_SUBUNIT_INHIBITOR,PI3-KINASE P110-DELTA SUBUNIT INHIBITOR,PI3K_AKT_MTOR,mapped
rawtok_PIK3R1,PIK3R1,PI3K_AKT_MTOR,mapped
rawtok_PIKFYVE,PIKFYVE,UNMAPPED,unmapped
rawtok_PIRIN,PIRIN,UNMAPPED,unmapped
rawtok_PK3CG,PK3CG,UNMAPPED,unmapped
rawtok_PKCB,PKCB,UNMAPPED,unmapped
rawtok_PKD,PKD,UNMAPPED,unmapped
rawtok_PKD2,PKD2,UNMAPPED,unmapped
rawtok_PKD2L1,PKD2L1,UNMAPPED,unmapped
rawtok_PKN1,PKN1,UNMAPPED,unmapped
rawtok_PKN2,PKN2,UNMAPPED,unmapped
rawtok_PLA2G4A,PLA2G4A,UNMAPPED,unmapped
rawtok_PLA2G7,PLA2G7,UNMAPPED,unmapped
rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_INHIBITOR,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,UNMAPPED,unmapped
rawtok_PLAUR,PLAUR,UNMAPPED,unmapped
rawtok_PLK4,PLK4,UNMAPPED,unmapped
rawtok_PMRT5,PMRT5,UNMAPPED,unmapped
rawtok_POLA2,POLA2,UNMAPPED,unmapped
rawtok_POLB,POLB,UNMAPPED,unmapped
rawtok_POLE2,POLE2,UNMAPPED,unmapped
rawtok_POLE3,POLE3,UNMAPPED,unmapped
rawtok_POLE4,POLE4,UNMAPPED,unmapped
rawtok_POLY_ADP_RIBOSE_POLYMERASE_2_INHIBITOR,POLY [ADP-RIBOSE] POLYMERASE 2 INHIBITOR,UNMAPPED,unmapped
rawtok_POLY_ADP_RIBOSE_POLYMERASE_1_INHIBITOR,POLY [ADP-RIBOSE] POLYMERASE-1 INHIBITOR,UNMAPPED,unmapped
rawtok_POLYADENYLATE_BINDING_PROTEIN_1,POLYADENYLATE-BINDING PROTEIN 1,UNMAPPED,unmapped
rawtok_POLYAMINE_DEACETYLASE_HDAC10,POLYAMINE DEACETYLASE HDAC10,UNMAPPED,unmapped
rawtok_POLYBROMO_1,POLYBROMO 1,UNMAPPED,unmapped
rawtok_POU2F2,POU2F2,UNMAPPED,unmapped
rawtok_PPARDELTA,PPARDELTA,UNMAPPED,unmapped
rawtok_PPARGAMMA,PPARGAMMA,UNMAPPED,unmapped
rawtok_PPIA,PPIA,UNMAPPED,unmapped
rawtok_PPIF,PPIF,UNMAPPED,unmapped
rawtok_PPK,PPK,UNMAPPED,unmapped
rawtok_PPP1R15B,PPP1R15B,UNMAPPED,unmapped
rawtok_PPP3CA,PPP3CA,UNMAPPED,unmapped
rawtok_PPP3R2,PPP3R2,UNMAPPED,unmapped
rawtok_PRKAA1,PRKAA1,UNMAPPED,unmapped
rawtok_PRKAA2,PRKAA2,UNMAPPED,unmapped
rawtok_PRKAB1,PRKAB1,UNMAPPED,unmapped
rawtok_PRKAB2,PRKAB2,UNMAPPED,unmapped
rawtok_PRKAG1,PRKAG1,UNMAPPED,unmapped
rawtok_PRKAG2,PRKAG2,UNMAPPED,unmapped
rawtok_PRKAG3,PRKAG3,UNMAPPED,unmapped
rawtok_PRKCI,PRKCI,UNMAPPED,unmapped
rawtok_PRKCQ,PRKCQ,UNMAPPED,unmapped
rawtok_PRKCZ,PRKCZ,UNMAPPED,unmapped
rawtok_PROC,PROC,UNMAPPED,unmapped
rawtok_PROCASPASE_3,PROCASPASE-3,UNMAPPED,unmapped
rawtok_PROCASPASE_7,PROCASPASE-7,UNMAPPED,unmapped
rawtok_PROMOTILIN,PROMOTILIN,UNMAPPED,unmapped
rawtok_PROS1,PROS1,UNMAPPED,unmapped
rawtok_PROSTAGLANDIN_G_H_SYNTHASE_1,PROSTAGLANDIN G/H SYNTHASE 1,UNMAPPED,unmapped
rawtok_PROSTAGLANDIN_G_H_SYNTHASE_2,PROSTAGLANDIN G/H SYNTHASE 2,UNMAPPED,unmapped
rawtok_PROTEIN_CEREBLON,PROTEIN CEREBLON,UNMAPPED,unmapped
rawtok_PROTEIN_KINASE_C_ALPHA_TYPE,PROTEIN KINASE C ALPHA TYPE,UNMAPPED,unmapped
rawtok_PROTEIN_KINASE_C_BETA_TYPE,PROTEIN KINASE C BETA TYPE,UNMAPPED,unmapped
rawtok_PROTEIN_KINASE_C_ETA_TYPE,PROTEIN KINASE C ETA TYPE,UNMAPPED,unmapped
rawtok_PROTEIN_KINASE_C_IOTA_TYPE,PROTEIN KINASE C IOTA TYPE,UNMAPPED,unmapped
rawtok_PROTEIN_MDM4,PROTEIN MDM4,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP6,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP6,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP9,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP9,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_TIPARP,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE TIPARP,UNMAPPED,unmapped
rawtok_PROTEIN_PHOSPHATASE_3_CATALYTIC_SUBUNIT_ALPHA,PROTEIN PHOSPHATASE 3 CATALYTIC SUBUNIT ALPHA,UNMAPPED,unmapped
rawtok_PROTEIN_SMOOTHENED,PROTEIN SMOOTHENED,UNMAPPED,unmapped
rawtok_PROTON_COUPLED_FOLATE_TRANSPORTER,PROTON-COUPLED FOLATE TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped
rawtok_PROZ,PROZ,UNMAPPED,unmapped
rawtok_PSMD1,PSMD1,UNMAPPED,unmapped
rawtok_PSMD2,PSMD2,UNMAPPED,unmapped
rawtok_PTGDR2,PTGDR2,UNMAPPED,unmapped
rawtok_PTGER3,PTGER3,UNMAPPED,unmapped
rawtok_PTGFR,PTGFR,UNMAPPED,unmapped
rawtok_PTGIS,PTGIS,UNMAPPED,unmapped
rawtok_PTK6,PTK6,UNMAPPED,unmapped
rawtok_PTPMT1,PTPMT1,UNMAPPED,unmapped
rawtok_PTPN11,PTPN11,UNMAPPED,unmapped
rawtok_PTPN2,PTPN2,UNMAPPED,unmapped
rawtok_PTPN6,PTPN6,UNMAPPED,unmapped
rawtok_PYGM,PYGM,UNMAPPED,unmapped
rawtok_PYRIMIDINE_ANTIMETABOLITE,PYRIMIDINE ANTIMETABOLITE,UNMAPPED,unmapped
rawtok_PYRIMIDINE_SYNTHESIS_INHIBITOR,PYRIMIDINE SYNTHESIS INHIBITOR,UNMAPPED,unmapped
rawtok_QPRT,QPRT,UNMAPPED,unmapped
rawtok_RAC1,RAC1,UNMAPPED,unmapped
rawtok_RAC2,RAC2,UNMAPPED,unmapped
rawtok_RAC3,RAC3,UNMAPPED,unmapped
rawtok_RAD51,RAD51,UNMAPPED,unmapped
rawtok_RAR,RAR,UNMAPPED,unmapped
rawtok_RAS_EFFECTOR,RAS EFFECTOR,UNMAPPED,unmapped
rawtok_RAS_RELATED_C3_BOTULINUM_TOXIN_SUBSTRATE_1,RAS-RELATED C3 BOTULINUM TOXIN SUBSTRATE 1,UNMAPPED,unmapped
rawtok_REDUCED_FOLATE_TRANSPORTER,REDUCED FOLATE TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped
rawtok_RETINIOIC_X_RECEPTOR_RXR_AGONIST,RETINIOIC X RECEPTOR (RXR) AGONIST,UNMAPPED,unmapped
rawtok_RETINOIC_ACID,RETINOIC ACID,UNMAPPED,unmapped
rawtok_RFK,RFK,UNMAPPED,unmapped
rawtok_RGS4,RGS4,UNMAPPED,unmapped
rawtok_RGS8,RGS8,UNMAPPED,unmapped
rawtok_RHODOPSIN_KINASE_GRK1,RHODOPSIN KINASE GRK1,UNMAPPED,unmapped
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_5,RIBOSOMAL PROTEIN S6 KINASE ALPHA-5,UNMAPPED,unmapped
rawtok_RNA_HELICASE_A,RNA HELICASE A,UNMAPPED,unmapped
rawtok_RNA_POLYMERASE,RNA POLYMERASE,UNMAPPED,unmapped
rawtok_RNA_POLYMERASE_1,RNA POLYMERASE 1,UNMAPPED,unmapped
rawtok_RNASE1,RNASE1,UNMAPPED,unmapped
rawtok_RNPEP,RNPEP,UNMAPPED,unmapped
rawtok_ROCK,ROCK,UNMAPPED,unmapped
rawtok_RON,RON,UNMAPPED,unmapped
rawtok_ROS1,ROS1,UNMAPPED,unmapped
rawtok_RPS2,RPS2,UNMAPPED,unmapped
rawtok_RPS6KA2,RPS6KA2,UNMAPPED,unmapped
rawtok_RSK1,RSK1,UNMAPPED,unmapped
rawtok_RSK3,RSK3,UNMAPPED,unmapped
rawtok_S1P,S1P,UNMAPPED,unmapped
rawtok_S6K1,S6K1,UNMAPPED,unmapped
rawtok_SCD,SCD,UNMAPPED,unmapped
rawtok_SCNN1A,SCNN1A,UNMAPPED,unmapped
rawtok_SCNN1B,SCNN1B,UNMAPPED,unmapped
rawtok_SCNN1D,SCNN1D,UNMAPPED,unmapped
rawtok_SCNN1G,SCNN1G,UNMAPPED,unmapped
rawtok_SDHD,SDHD,UNMAPPED,unmapped
rawtok_SELE,SELE,UNMAPPED,unmapped
rawtok_SELL,SELL,UNMAPPED,unmapped
rawtok_SENP2,SENP2,UNMAPPED,unmapped
rawtok_SERCA,SERCA,UNMAPPED,unmapped
rawtok_SERINE_HYDROXYMETHYLTRANSFERASE_MITOCHONDRIAL,"SERINE HYDROXYMETHYLTRANSFERASE, MITOCHONDRIAL",UNMAPPED,unmapped
rawtok_SERINE_PROTEIN_KINASE_ATR_INHIBITOR,SERINE-PROTEIN KINASE ATR INHIBITOR,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_32B,SERINE/THREONINE-PROTEIN KINASE 32B,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_32C,SERINE/THREONINE-PROTEIN KINASE 32C,UNMAPPED,unmapped
